Shuffle ID,Group ID,Post ID,https://www.facebook.com/Group ID_Post ID
112,301986473149390,953930797954951,https://www.facebook.com/301986473149390_953930797954951
1396,301986473149390,941646499183381,https://www.facebook.com/301986473149390_941646499183381
1619,301986473149390,962302460451118,https://www.facebook.com/301986473149390_962302460451118
482,301986473149390,10152695339595783,https://www.facebook.com/301986473149390_10152695339595783
218,301986473149390,929343537080344,https://www.facebook.com/301986473149390_929343537080344
971,301986473149390,938175502863814,https://www.facebook.com/301986473149390_938175502863814
1104,57795809271,10152209535144272,https://www.facebook.com/57795809271_10152209535144272
1801,57795809271,10151559330914272,https://www.facebook.com/57795809271_10151559330914272
278,301986473149390,10152655848160783,https://www.facebook.com/301986473149390_10152655848160783
1736,57795809271,10150330354304272,https://www.facebook.com/57795809271_10150330354304272
1378,301986473149390,946649272016437,https://www.facebook.com/301986473149390_946649272016437
1396,301986473149390,10152623769264303,https://www.facebook.com/301986473149390_10152623769264303
338,301986473149390,603367013112545,https://www.facebook.com/301986473149390_603367013112545
1626,301986473149390,918657598148938,https://www.facebook.com/301986473149390_918657598148938
779,301986473149390,10152649852005783,https://www.facebook.com/301986473149390_10152649852005783
474,57795809271,10152163934989272,https://www.facebook.com/57795809271_10152163934989272
50,57795809271,10151305861569272,https://www.facebook.com/57795809271_10151305861569272
1475,57795809271,10152549570584272,https://www.facebook.com/57795809271_10152549570584272
547,301986473149390,942457879102243,https://www.facebook.com/301986473149390_942457879102243
1459,301986473149390,919137028100995,https://www.facebook.com/301986473149390_919137028100995
831,57795809271,10151113636244272,https://www.facebook.com/57795809271_10151113636244272
1907,301986473149390,917026364978728,https://www.facebook.com/301986473149390_917026364978728
778,57795809271,10151698452464272,https://www.facebook.com/57795809271_10151698452464272
1224,301986473149390,929405370407494,https://www.facebook.com/301986473149390_929405370407494
1073,301986473149390,10152715144970783,https://www.facebook.com/301986473149390_10152715144970783
236,57795809271,10151493997079272,https://www.facebook.com/57795809271_10151493997079272
1340,57795809271,10152177610664272,https://www.facebook.com/57795809271_10152177610664272
1431,301986473149390,908778239136874,https://www.facebook.com/301986473149390_908778239136874
1595,57795809271,10151852222934272,https://www.facebook.com/57795809271_10151852222934272
219,57795809271,10150330354319272,https://www.facebook.com/57795809271_10150330354319272
1736,301986473149390,961793673835330,https://www.facebook.com/301986473149390_961793673835330
1764,57795809271,10152485085539272,https://www.facebook.com/57795809271_10152485085539272
